Table,NAME,FMTName,Type,Value,Label,Flat,
AHS2013N,MOVM17,MOVM,N,12,December,YES,
AHS2013N,MOVM17,MOVM,N,2,February,YES,
AHS2013N,MOVM17,MOVM,N,3,March,YES,
AHS2013N,MOVM17,MOVM,N,4,April,YES,
AHS2013N,MOVM17,MOVM,N,5,May,YES,
AHS2013N,MOVM17,MOVM,N,6,June,YES,
AHS2013N,MOVM17,MOVM,N,7,July,YES,
AHS2013N,MOVM17,MOVM,N,8,August,YES,
AHS2013N,MOVM17,MOVM,N,9,September,YES,
AHS2013N,MOVM18,MOVM,N,1,January,YES,
AHS2013N,MOVM18,MOVM,N,10,October,YES,
AHS2013N,MOVM18,MOVM,N,11,November,YES,
AHS2013N,MOVM18,MOVM,N,12,December,YES,
AHS2013N,MOVM18,MOVM,N,2,February,YES,
AHS2013N,MOVM18,MOVM,N,3,March,YES,
AHS2013N,MOVM18,MOVM,N,4,April,YES,
AHS2013N,MOVM18,MOVM,N,5,May,YES,
AHS2013N,MOVM18,MOVM,N,6,June,YES,
AHS2013N,MOVM18,MOVM,N,7,July,YES,
AHS2013N,MOVM18,MOVM,N,8,August,YES,
AHS2013N,MOVM18,MOVM,N,9,September,YES,
AHS2013N,MOVM19,MOVM,N,1,January,YES,
AHS2013N,MOVM19,MOVM,N,10,October,YES,
AHS2013N,MOVM19,MOVM,N,11,November,YES,
AHS2013N,MOVM19,MOVM,N,12,December,YES,
AHS2013N,MOVM19,MOVM,N,2,February,YES,
AHS2013N,MOVM19,MOVM,N,3,March,YES,
AHS2013N,MOVM19,MOVM,N,4,April,YES,
AHS2013N,MOVM19,MOVM,N,5,May,YES,
AHS2013N,MOVM19,MOVM,N,6,June,YES,
AHS2013N,MOVM19,MOVM,N,7,July,YES,
AHS2013N,MOVM19,MOVM,N,8,August,YES,
AHS2013N,MOVM19,MOVM,N,9,September,YES,
AHS2013N,MOVM2,MOVM,N,1,January,YES,
AHS2013N,MOVM2,MOVM,N,10,October,YES,
AHS2013N,MOVM2,MOVM,N,11,November,YES,
AHS2013N,MOVM2,MOVM,N,12,December,YES,
AHS2013N,MOVM2,MOVM,N,2,February,YES,
AHS2013N,MOVM2,MOVM,N,3,March,YES,
AHS2013N,MOVM2,MOVM,N,4,April,YES,
AHS2013N,MOVM2,MOVM,N,5,May,YES,
AHS2013N,MOVM2,MOVM,N,6,June,YES,
AHS2013N,MOVM2,MOVM,N,7,July,YES,
AHS2013N,MOVM2,MOVM,N,8,August,YES,
AHS2013N,MOVM2,MOVM,N,9,September,YES,
AHS2013N,MOVM20,MOVM,N,1,January,YES,
AHS2013N,MOVM20,MOVM,N,10,October,YES,
AHS2013N,MOVM20,MOVM,N,11,November,YES,
AHS2013N,MOVM20,MOVM,N,12,December,YES,
AHS2013N,MOVM20,MOVM,N,2,February,YES,
AHS2013N,MOVM20,MOVM,N,3,March,YES,
AHS2013N,MOVM20,MOVM,N,4,April,YES,
AHS2013N,MOVM20,MOVM,N,5,May,YES,
AHS2013N,MOVM20,MOVM,N,6,June,YES,
AHS2013N,MOVM20,MOVM,N,7,July,YES,
AHS2013N,MOVM20,MOVM,N,8,August,YES,
AHS2013N,MOVM20,MOVM,N,9,September,YES,
AHS2013N,MOVM3,MOVM,N,1,January,YES,
AHS2013N,MOVM3,MOVM,N,10,October,YES,
AHS2013N,MOVM3,MOVM,N,11,November,YES,
AHS2013N,MOVM3,MOVM,N,12,December,YES,
AHS2013N,MOVM3,MOVM,N,2,February,YES,
AHS2013N,MOVM3,MOVM,N,3,March,YES,
AHS2013N,MOVM3,MOVM,N,4,April,YES,
AHS2013N,MOVM3,MOVM,N,5,May,YES,
AHS2013N,MOVM3,MOVM,N,6,June,YES,
AHS2013N,MOVM3,MOVM,N,7,July,YES,
AHS2013N,MOVM3,MOVM,N,8,August,YES,
AHS2013N,MOVM3,MOVM,N,9,September,YES,
AHS2013N,MOVM4,MOVM,N,1,January,YES,
AHS2013N,MOVM4,MOVM,N,10,October,YES,
AHS2013N,MOVM4,MOVM,N,11,November,YES,
AHS2013N,MOVM4,MOVM,N,12,December,YES,
AHS2013N,MOVM4,MOVM,N,2,February,YES,
AHS2013N,MOVM4,MOVM,N,3,March,YES,
AHS2013N,MOVM4,MOVM,N,4,April,YES,
AHS2013N,MOVM4,MOVM,N,5,May,YES,
AHS2013N,MOVM4,MOVM,N,6,June,YES,
AHS2013N,MOVM4,MOVM,N,7,July,YES,
AHS2013N,MOVM4,MOVM,N,8,August,YES,
AHS2013N,MOVM4,MOVM,N,9,September,YES,
AHS2013N,MOVM5,MOVM,N,1,January,YES,
AHS2013N,MOVM5,MOVM,N,10,October,YES,
AHS2013N,MOVM5,MOVM,N,11,November,YES,
AHS2013N,MOVM5,MOVM,N,12,December,YES,
AHS2013N,MOVM5,MOVM,N,2,February,YES,
AHS2013N,MOVM5,MOVM,N,3,March,YES,
AHS2013N,MOVM5,MOVM,N,4,April,YES,
AHS2013N,MOVM5,MOVM,N,5,May,YES,
AHS2013N,MOVM5,MOVM,N,6,June,YES,
AHS2013N,MOVM5,MOVM,N,7,July,YES,
AHS2013N,MOVM5,MOVM,N,8,August,YES,
AHS2013N,MOVM5,MOVM,N,9,September,YES,
AHS2013N,MOVM6,MOVM,N,1,January,YES,
AHS2013N,MOVM6,MOVM,N,10,October,YES,
AHS2013N,MOVM6,MOVM,N,11,November,YES,
AHS2013N,MOVM6,MOVM,N,12,December,YES,
AHS2013N,MOVM6,MOVM,N,2,February,YES,
AHS2013N,MOVM6,MOVM,N,3,March,YES,
AHS2013N,MOVM6,MOVM,N,4,April,YES,
AHS2013N,MOVM6,MOVM,N,5,May,YES,
AHS2013N,MOVM6,MOVM,N,6,June,YES,
AHS2013N,MOVM6,MOVM,N,7,July,YES,
AHS2013N,MOVM6,MOVM,N,8,August,YES,
AHS2013N,MOVM6,MOVM,N,9,September,YES,
AHS2013N,MOVM7,MOVM,N,1,January,YES,
AHS2013N,MOVM7,MOVM,N,10,October,YES,
AHS2013N,MOVM7,MOVM,N,11,November,YES,
AHS2013N,MOVM7,MOVM,N,12,December,YES,
AHS2013N,MOVM7,MOVM,N,2,February,YES,
AHS2013N,MOVM7,MOVM,N,3,March,YES,
AHS2013N,MOVM7,MOVM,N,4,April,YES,
AHS2013N,MOVM7,MOVM,N,5,May,YES,
AHS2013N,MOVM7,MOVM,N,6,June,YES,
AHS2013N,MOVM7,MOVM,N,7,July,YES,
AHS2013N,MOVM7,MOVM,N,8,August,YES,
AHS2013N,MOVM7,MOVM,N,9,September,YES,
AHS2013N,MOVM8,MOVM,N,1,January,YES,
AHS2013N,MOVM8,MOVM,N,10,October,YES,
AHS2013N,MOVM8,MOVM,N,11,November,YES,
AHS2013N,MOVM8,MOVM,N,12,December,YES,
AHS2013N,MOVM8,MOVM,N,2,February,YES,
AHS2013N,MOVM8,MOVM,N,3,March,YES,
AHS2013N,MOVM8,MOVM,N,4,April,YES,
AHS2013N,MOVM8,MOVM,N,5,May,YES,
AHS2013N,MOVM8,MOVM,N,6,June,YES,
AHS2013N,MOVM8,MOVM,N,7,July,YES,
AHS2013N,MOVM8,MOVM,N,8,August,YES,
AHS2013N,MOVM8,MOVM,N,9,September,YES,
AHS2013N,MOVM9,MOVM,N,1,January,YES,
AHS2013N,MOVM9,MOVM,N,10,October,YES,
AHS2013N,MOVM9,MOVM,N,11,November,YES,
AHS2013N,MOVM9,MOVM,N,12,December,YES,
AHS2013N,MOVM9,MOVM,N,2,February,YES,
AHS2013N,MOVM9,MOVM,N,3,March,YES,
AHS2013N,MOVM9,MOVM,N,4,April,YES,
AHS2013N,MOVM9,MOVM,N,5,May,YES,
AHS2013N,MOVM9,MOVM,N,6,June,YES,
AHS2013N,MOVM9,MOVM,N,7,July,YES,
AHS2013N,MOVM9,MOVM,N,8,August,YES,
AHS2013N,MOVM9,MOVM,N,9,September,YES,
AHS2013N,MRTYP1,MRTYP,C,1,Regular mortgage,YES,
AHS2013N,MRTYP1,MRTYP,C,2,Lump sum,YES,
AHS2013N,MRTYP1,MRTYP,C,B,Not applicable,YES,
AHS2013N,MRTYP2,MRTYP,C,1,Regular mortgage,YES,
AHS2013N,MRTYP2,MRTYP,C,2,Lump sum,YES,
AHS2013N,MRTYP2,MRTYP,C,B,Not applicable,YES,
AHS2013N,MRTYP3,MRTYP,C,1,Regular mortgage,YES,
AHS2013N,MRTYP3,MRTYP,C,2,Lump sum,YES,
AHS2013N,MRTYP3,MRTYP,C,B,Not applicable,YES,
AHS2013N,MVCNT1,MVCNT,N,.B,Not applicable,YES,
AHS2013N,MVCNT2,MVCNT,N,.B,Not applicable,YES,
AHS2013N,MVCNT3,MVCNT,N,.B,Not applicable,YES,
AHS2013N,MVG1,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG10,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG11,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG12,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG13,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG14,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG15,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG16,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG17,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG18,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG19,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG2,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG20,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG3,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG4,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG5,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG6,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG7,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG8,MVG,N,.B,Not applicable,YES,
AHS2013N,MVG9,MVG,N,.B,Not applicable,YES,
AHS2013N,MXDJTM,MXDJTM,N,998,998 or more interest rate changes,YES,
AHS2013N,MXDJTM,MXDJTM,N,.B,Not applicable,YES,
AHS2013N,MXDJTM,MXDJTM,N,.D,Don't know,YES,
AHS2013N,MXDJTM,MXDJTM,N,.R,Refused,YES,
AHS2013N,MXDJTM2,MXDJTM,N,998,998 or more interest rate changes,YES,
AHS2013N,MXDJTM2,MXDJTM,N,.B,Not applicable,YES,
AHS2013N,MXDJTM2,MXDJTM,N,.D,Don't know,YES,
AHS2013N,MXDJTM2,MXDJTM,N,.R,Refused,YES,
AHS2013N,MXINTF,MXINTF,C,,Not reported,YES,
AHS2013N,MXINTF,MXINTF,C,0,No fraction,YES,
AHS2013N,MXINTF,MXINTF,C,1,1/8 percent,YES,
AHS2013N,MXINTF,MXINTF,C,2,1/4 percent,YES,
AHS2013N,MXINTF,MXINTF,C,3,3/8 percent,YES,
AHS2013N,MXINTF,MXINTF,C,4,1/2 percent,YES,
AHS2013N,MXINTF,MXINTF,C,5,5/8 percent,YES,
AHS2013N,MXINTF,MXINTF,C,6,3/4 percent,YES,
AHS2013N,MXINTF,MXINTF,C,7,7/8 percent,YES,
AHS2013N,MXINTF,MXINTF,C,B,Not applicable,YES,
AHS2013N,MXINTF,MXINTF,C,D,Don't know,YES,
AHS2013N,MXINTF,MXINTF,C,R,Refused,YES,
AHS2013N,MXINTF2,MXINTF,C,,Not reported,YES,
AHS2013N,MXINTF2,MXINTF,C,0,No fraction,YES,
AHS2013N,MXINTF2,MXINTF,C,1,1/8 percent,YES,
AHS2013N,MXINTF2,MXINTF,C,2,1/4 percent,YES,
AHS2013N,MXINTF2,MXINTF,C,3,3/8 percent,YES,
AHS2013N,MXINTF2,MXINTF,C,4,1/2 percent,YES,
AHS2013N,MXINTF2,MXINTF,C,5,5/8 percent,YES,
AHS2013N,MXINTF2,MXINTF,C,6,3/4 percent,YES,
AHS2013N,MXINTF2,MXINTF,C,7,7/8 percent,YES,
AHS2013N,MXINTF2,MXINTF,C,B,Not applicable,YES,
AHS2013N,MXINTF2,MXINTF,C,D,Don't know,YES,
AHS2013N,MXINTF2,MXINTF,C,R,Refused,YES,
AHS2013N,MXINTR,MXINTR,N,.,Not reported,YES,
AHS2013N,MXINTR,MXINTR,N,.B,Not applicable,YES,
AHS2013N,MXINTR,MXINTR,N,.D,Don't know,YES,
AHS2013N,MXINTR,MXINTR,N,.R,Refused,YES,
AHS2013N,MXINTR2,MXINTR,N,.,Not reported,YES,
AHS2013N,MXINTR2,MXINTR,N,.B,Not applicable,YES,
AHS2013N,MXINTR2,MXINTR,N,.D,Don't know,YES,
AHS2013N,MXINTR2,MXINTR,N,.R,Refused,YES,
AHS2013N,MXINTW,MXINTW,N,.,Not reported,YES,
AHS2013N,MXINTW,MXINTW,N,.B,Not applicable,YES,
AHS2013N,MXINTW,MXINTW,N,.D,Don't know,YES,
AHS2013N,MXINTW,MXINTW,N,.R,Refused,YES,
AHS2013N,MXINTW2,MXINTW,N,.,Not reported,YES,
AHS2013N,MXINTW2,MXINTW,N,.B,Not applicable,YES,
AHS2013N,MXINTW2,MXINTW,N,.D,Don't know,YES,
AHS2013N,MXINTW2,MXINTW,N,.R,Refused,YES,
AHS2013N,NATVTY1,NATVTY,C,57,United States,YES,
AHS2013N,NATVTY1,NATVTY,C,72,Puerto Rico,YES,
AHS2013N,NATVTY1,NATVTY,C,96,Outlying area of the U.S.,YES,
AHS2013N,NATVTY1,NATVTY,C,109,France,YES,
AHS2013N,NATVTY1,NATVTY,C,110,Germany,YES,
AHS2013N,NATVTY1,NATVTY,C,117,Hungary,YES,
AHS2013N,NATVTY1,NATVTY,C,119,Ireland / Eire,YES,
AHS2013N,NATVTY1,NATVTY,C,120,Italy,YES,
AHS2013N,NATVTY1,NATVTY,C,128,Poland,YES,
AHS2013N,NATVTY1,NATVTY,C,147,Yugoslavia,YES,
AHS2013N,NATVTY1,NATVTY,C,185,Armenia,YES,
AHS2013N,NATVTY1,NATVTY,C,192,Russia,YES,
AHS2013N,NATVTY1,NATVTY,C,195,Ukraine,YES,
AHS2013N,NATVTY1,NATVTY,C,202,Bangladesh,YES,
AHS2013N,NATVTY1,NATVTY,C,206,Cambodia,YES,
AHS2013N,NATVTY1,NATVTY,C,207,China,YES,
AHS2013N,NATVTY1,NATVTY,C,209,Hong Kong,YES,
AHS2013N,NATVTY1,NATVTY,C,210,India,YES,
AHS2013N,NATVTY1,NATVTY,C,211,Indonesia,YES,
AHS2013N,NATVTY1,NATVTY,C,212,Iran,YES,
AHS2013N,NATVTY1,NATVTY,C,213,Iraq,YES,
AHS2013N,NATVTY1,NATVTY,C,214,Israel,YES,
AHS2013N,NATVTY1,NATVTY,C,215,Japan,YES,
AHS2013N,NATVTY1,NATVTY,C,218,Korea / South Korea,YES,
AHS2013N,NATVTY1,NATVTY,C,221,Laos,YES,
AHS2013N,NATVTY1,NATVTY,C,222,Lebanon,YES,
AHS2013N,NATVTY1,NATVTY,C,229,Pakistan,YES,
AHS2013N,NATVTY1,NATVTY,C,231,Philippines,YES,
AHS2013N,NATVTY1,NATVTY,C,238,Taiwan,YES,
AHS2013N,NATVTY1,NATVTY,C,239,Thailand,YES,
AHS2013N,NATVTY1,NATVTY,C,242,Vietnam,YES,
AHS2013N,NATVTY1,NATVTY,C,301,Canada,YES,
AHS2013N,NATVTY1,NATVTY,C,311,Costa Rica,YES,
AHS2013N,NATVTY1,NATVTY,C,312,El Salvador,YES,
AHS2013N,NATVTY1,NATVTY,C,313,Guatemala,YES,
AHS2013N,NATVTY1,NATVTY,C,314,Honduras,YES,
AHS2013N,NATVTY1,NATVTY,C,315,Mexico,YES,
AHS2013N,NATVTY1,NATVTY,C,316,Nicaragua,YES,
AHS2013N,NATVTY1,NATVTY,C,337,Cuba,YES,
AHS2013N,NATVTY1,NATVTY,C,339,Dominican Republic,YES,
AHS2013N,NATVTY1,NATVTY,C,342,Haiti,YES,
AHS2013N,NATVTY1,NATVTY,C,343,Jamaica,YES,
AHS2013N,NATVTY1,NATVTY,C,351,Trinidad and Tobago,YES,
AHS2013N,NATVTY1,NATVTY,C,375,Argentina,YES,
AHS2013N,NATVTY1,NATVTY,C,377,Brazil,YES,
AHS2013N,NATVTY1,NATVTY,C,379,Columbia,YES,
AHS2013N,NATVTY1,NATVTY,C,380,Ecuador,YES,
AHS2013N,NATVTY1,NATVTY,C,383,Guyana,YES,
AHS2013N,NATVTY1,NATVTY,C,385,Peru,YES,
AHS2013N,NATVTY1,NATVTY,C,440,Nigeria,YES,
AHS2013N,NATVTY1,NATVTY,C,555,Elsewhere,YES,
AHS2013N,NATVTY1,NATVTY,C,610,Other North or Central America,YES,
AHS2013N,NATVTY1,NATVTY,C,611,Other Caribbean,YES,
AHS2013N,NATVTY1,NATVTY,C,620,Other South America,YES,
AHS2013N,NATVTY1,NATVTY,C,640,Other Africa,YES,
AHS2013N,NATVTY1,NATVTY,C,641,North Africa,YES,
AHS2013N,NATVTY1,NATVTY,C,650,Other Europe,YES,
AHS2013N,NATVTY1,NATVTY,C,651,Portugal with Azores,YES,
AHS2013N,NATVTY1,NATVTY,C,652,Great Britain,YES,
AHS2013N,NATVTY1,NATVTY,C,653,Scandinavia,YES,
AHS2013N,NATVTY1,NATVTY,C,654,Other Northern Europe,YES,
AHS2013N,NATVTY1,NATVTY,C,660,Other Asia,YES,
AHS2013N,NATVTY1,NATVTY,C,661,Other Middle East,YES,
AHS2013N,NATVTY1,NATVTY,C,670,Australia / Oceania,YES,
AHS2013N,NATVTY10,NATVTY,C,57,United States,YES,
AHS2013N,NATVTY10,NATVTY,C,72,Puerto Rico,YES,
AHS2013N,NATVTY10,NATVTY,C,96,Outlying area of the U.S.,YES,
AHS2013N,NATVTY10,NATVTY,C,109,France,YES,
AHS2013N,NATVTY10,NATVTY,C,110,Germany,YES,
AHS2013N,NATVTY10,NATVTY,C,117,Hungary,YES,
AHS2013N,NATVTY10,NATVTY,C,119,Ireland / Eire,YES,
AHS2013N,NATVTY10,NATVTY,C,120,Italy,YES,
AHS2013N,NATVTY10,NATVTY,C,128,Poland,YES,
AHS2013N,NATVTY10,NATVTY,C,147,Yugoslavia,YES,
AHS2013N,NATVTY10,NATVTY,C,185,Armenia,YES,
AHS2013N,NATVTY10,NATVTY,C,192,Russia,YES,
AHS2013N,NATVTY10,NATVTY,C,195,Ukraine,YES,
AHS2013N,NATVTY10,NATVTY,C,202,Bangladesh,YES,
AHS2013N,NATVTY10,NATVTY,C,206,Cambodia,YES,
AHS2013N,NATVTY10,NATVTY,C,207,China,YES,
AHS2013N,NATVTY10,NATVTY,C,209,Hong Kong,YES,
AHS2013N,NATVTY10,NATVTY,C,210,India,YES,
AHS2013N,NATVTY10,NATVTY,C,211,Indonesia,YES,
AHS2013N,NATVTY10,NATVTY,C,212,Iran,YES,
AHS2013N,NATVTY10,NATVTY,C,213,Iraq,YES,
AHS2013N,NATVTY10,NATVTY,C,214,Israel,YES,
AHS2013N,NATVTY10,NATVTY,C,215,Japan,YES,
AHS2013N,NATVTY10,NATVTY,C,218,Korea / South Korea,YES,
AHS2013N,NATVTY10,NATVTY,C,221,Laos,YES,
AHS2013N,NATVTY10,NATVTY,C,222,Lebanon,YES,
AHS2013N,NATVTY10,NATVTY,C,229,Pakistan,YES,
AHS2013N,NATVTY10,NATVTY,C,231,Philippines,YES,
AHS2013N,NATVTY10,NATVTY,C,238,Taiwan,YES,
AHS2013N,NATVTY10,NATVTY,C,239,Thailand,YES,
AHS2013N,NATVTY10,NATVTY,C,242,Vietnam,YES,
AHS2013N,NATVTY10,NATVTY,C,301,Canada,YES,
AHS2013N,NATVTY10,NATVTY,C,311,Costa Rica,YES,
AHS2013N,NATVTY10,NATVTY,C,312,El Salvador,YES,
AHS2013N,NATVTY10,NATVTY,C,313,Guatemala,YES,
AHS2013N,NATVTY10,NATVTY,C,314,Honduras,YES,
AHS2013N,NATVTY10,NATVTY,C,315,Mexico,YES,
AHS2013N,NATVTY10,NATVTY,C,316,Nicaragua,YES,
AHS2013N,NATVTY10,NATVTY,C,337,Cuba,YES,
AHS2013N,NATVTY10,NATVTY,C,339,Dominican Republic,YES,
AHS2013N,NATVTY10,NATVTY,C,342,Haiti,YES,
AHS2013N,NATVTY10,NATVTY,C,343,Jamaica,YES,
AHS2013N,NATVTY10,NATVTY,C,351,Trinidad and Tobago,YES,
AHS2013N,NATVTY10,NATVTY,C,375,Argentina,YES,
AHS2013N,NATVTY10,NATVTY,C,377,Brazil,YES,
AHS2013N,NATVTY10,NATVTY,C,379,Columbia,YES,
AHS2013N,NATVTY10,NATVTY,C,380,Ecuador,YES,
AHS2013N,NATVTY10,NATVTY,C,383,Guyana,YES,
AHS2013N,NATVTY10,NATVTY,C,385,Peru,YES,
AHS2013N,NATVTY10,NATVTY,C,440,Nigeria,YES,
AHS2013N,NATVTY10,NATVTY,C,555,Elsewhere,YES,
AHS2013N,NATVTY10,NATVTY,C,610,Other North or Central America,YES,
AHS2013N,NATVTY10,NATVTY,C,611,Other Caribbean,YES,
AHS2013N,NATVTY10,NATVTY,C,620,Other South America,YES,
AHS2013N,NATVTY10,NATVTY,C,640,Other Africa,YES,
AHS2013N,NATVTY10,NATVTY,C,641,North Africa,YES,
AHS2013N,NATVTY10,NATVTY,C,650,Other Europe,YES,
AHS2013N,NATVTY10,NATVTY,C,651,Portugal with Azores,YES,
AHS2013N,NATVTY10,NATVTY,C,652,Great Britain,YES,
AHS2013N,NATVTY10,NATVTY,C,653,Scandinavia,YES,
AHS2013N,NATVTY10,NATVTY,C,654,Other Northern Europe,YES,
AHS2013N,NATVTY10,NATVTY,C,660,Other Asia,YES,
AHS2013N,NATVTY10,NATVTY,C,661,Other Middle East,YES,
AHS2013N,NATVTY10,NATVTY,C,670,Australia / Oceania,YES,
AHS2013N,NATVTY11,NATVTY,C,57,United States,YES,
AHS2013N,NATVTY11,NATVTY,C,72,Puerto Rico,YES,
AHS2013N,NATVTY11,NATVTY,C,96,Outlying area of the U.S.,YES,
AHS2013N,NATVTY11,NATVTY,C,109,France,YES,
AHS2013N,NATVTY11,NATVTY,C,110,Germany,YES,
AHS2013N,NATVTY11,NATVTY,C,117,Hungary,YES,
AHS2013N,NATVTY11,NATVTY,C,119,Ireland / Eire,YES,
AHS2013N,NATVTY11,NATVTY,C,120,Italy,YES,
AHS2013N,NATVTY11,NATVTY,C,128,Poland,YES,
AHS2013N,NATVTY11,NATVTY,C,147,Yugoslavia,YES,
AHS2013N,NATVTY11,NATVTY,C,185,Armenia,YES,
AHS2013N,NATVTY11,NATVTY,C,192,Russia,YES,
AHS2013N,NATVTY11,NATVTY,C,195,Ukraine,YES,
AHS2013N,NATVTY11,NATVTY,C,202,Bangladesh,YES,
AHS2013N,NATVTY11,NATVTY,C,206,Cambodia,YES,
AHS2013N,NATVTY11,NATVTY,C,207,China,YES,
AHS2013N,NATVTY11,NATVTY,C,209,Hong Kong,YES,
AHS2013N,NATVTY11,NATVTY,C,210,India,YES,
AHS2013N,NATVTY11,NATVTY,C,211,Indonesia,YES,
AHS2013N,NATVTY11,NATVTY,C,212,Iran,YES,
AHS2013N,NATVTY11,NATVTY,C,213,Iraq,YES,
AHS2013N,NATVTY11,NATVTY,C,214,Israel,YES,
AHS2013N,NATVTY11,NATVTY,C,215,Japan,YES,
AHS2013N,NATVTY11,NATVTY,C,218,Korea / South Korea,YES,
AHS2013N,NATVTY11,NATVTY,C,221,Laos,YES,
AHS2013N,NATVTY11,NATVTY,C,222,Lebanon,YES,
AHS2013N,NATVTY11,NATVTY,C,229,Pakistan,YES,
AHS2013N,NATVTY11,NATVTY,C,231,Philippines,YES,
AHS2013N,NATVTY11,NATVTY,C,238,Taiwan,YES,
AHS2013N,NATVTY11,NATVTY,C,239,Thailand,YES,
AHS2013N,NATVTY11,NATVTY,C,242,Vietnam,YES,
AHS2013N,NATVTY11,NATVTY,C,301,Canada,YES,
AHS2013N,NATVTY11,NATVTY,C,311,Costa Rica,YES,
AHS2013N,NATVTY11,NATVTY,C,312,El Salvador,YES,
AHS2013N,NATVTY11,NATVTY,C,313,Guatemala,YES,
AHS2013N,NATVTY11,NATVTY,C,314,Honduras,YES,
AHS2013N,NATVTY11,NATVTY,C,315,Mexico,YES,
AHS2013N,NATVTY11,NATVTY,C,316,Nicaragua,YES,
AHS2013N,NATVTY11,NATVTY,C,337,Cuba,YES,
AHS2013N,NATVTY11,NATVTY,C,339,Dominican Republic,YES,
AHS2013N,NATVTY11,NATVTY,C,342,Haiti,YES,
AHS2013N,NATVTY11,NATVTY,C,343,Jamaica,YES,
AHS2013N,NATVTY11,NATVTY,C,351,Trinidad and Tobago,YES,
AHS2013N,NATVTY11,NATVTY,C,375,Argentina,YES,
AHS2013N,NATVTY11,NATVTY,C,377,Brazil,YES,
AHS2013N,NATVTY11,NATVTY,C,379,Columbia,YES,
AHS2013N,NATVTY11,NATVTY,C,380,Ecuador,YES,
AHS2013N,NATVTY11,NATVTY,C,383,Guyana,YES,
AHS2013N,NATVTY11,NATVTY,C,385,Peru,YES,
AHS2013N,NATVTY11,NATVTY,C,440,Nigeria,YES,
AHS2013N,NATVTY11,NATVTY,C,555,Elsewhere,YES,
AHS2013N,NATVTY11,NATVTY,C,610,Other North or Central America,YES,
AHS2013N,NATVTY11,NATVTY,C,611,Other Caribbean,YES,
AHS2013N,NATVTY11,NATVTY,C,620,Other South America,YES,
AHS2013N,NATVTY11,NATVTY,C,640,Other Africa,YES,
AHS2013N,NATVTY11,NATVTY,C,641,North Africa,YES,
AHS2013N,NATVTY11,NATVTY,C,650,Other Europe,YES,
AHS2013N,NATVTY11,NATVTY,C,651,Portugal with Azores,YES,
AHS2013N,NATVTY11,NATVTY,C,652,Great Britain,YES,
AHS2013N,NATVTY11,NATVTY,C,653,Scandinavia,YES,
AHS2013N,NATVTY11,NATVTY,C,654,Other Northern Europe,YES,
AHS2013N,NATVTY11,NATVTY,C,660,Other Asia,YES,
AHS2013N,NATVTY11,NATVTY,C,661,Other Middle East,YES,
AHS2013N,NATVTY11,NATVTY,C,670,Australia / Oceania,YES,
AHS2013N,NATVTY12,NATVTY,C,57,United States,YES,
AHS2013N,NATVTY12,NATVTY,C,72,Puerto Rico,YES,
AHS2013N,NATVTY12,NATVTY,C,96,Outlying area of the U.S.,YES,
AHS2013N,NATVTY12,NATVTY,C,109,France,YES,
AHS2013N,NATVTY12,NATVTY,C,110,Germany,YES,
AHS2013N,NATVTY12,NATVTY,C,117,Hungary,YES,
AHS2013N,NATVTY12,NATVTY,C,119,Ireland / Eire,YES,
AHS2013N,NATVTY12,NATVTY,C,120,Italy,YES,
AHS2013N,NATVTY12,NATVTY,C,128,Poland,YES,
AHS2013N,NATVTY12,NATVTY,C,147,Yugoslavia,YES,
AHS2013N,NATVTY12,NATVTY,C,185,Armenia,YES,
AHS2013N,NATVTY12,NATVTY,C,192,Russia,YES,
AHS2013N,NATVTY12,NATVTY,C,195,Ukraine,YES,
AHS2013N,NATVTY12,NATVTY,C,202,Bangladesh,YES,
AHS2013N,NATVTY12,NATVTY,C,206,Cambodia,YES,
AHS2013N,NATVTY12,NATVTY,C,207,China,YES,
AHS2013N,NATVTY12,NATVTY,C,209,Hong Kong,YES,
AHS2013N,NATVTY12,NATVTY,C,210,India,YES,
AHS2013N,NATVTY12,NATVTY,C,211,Indonesia,YES,
AHS2013N,NATVTY12,NATVTY,C,212,Iran,YES,
AHS2013N,NATVTY12,NATVTY,C,213,Iraq,YES,
AHS2013N,NATVTY12,NATVTY,C,214,Israel,YES,
AHS2013N,NATVTY12,NATVTY,C,215,Japan,YES,
AHS2013N,NATVTY12,NATVTY,C,218,Korea / South Korea,YES,
AHS2013N,NATVTY12,NATVTY,C,221,Laos,YES,
